Estado;CAMPAIGN;Palabra clave;Tipo de coincidencia;Estado;Puja recomendada (bajo)(EUR);Puja recomendada (mediana)(EUR);Puja recomendada (alto)(EUR);Puja por palabra clave(EUR);PI del top de búsquedas;Impresiones;Clics;Tasa de clics (CTR);Inversión(EUR);Costo por clic (CPC)(EUR);Pedidos;Ventas(EUR);ACOS;KENP leídas;Estimación de regalías de KENP(EUR)
ENABLED;Kindle;libros de niñas de 11 años;BROAD;CAMPAIGN_PAUSED;0.19;0.27;0.40;0.08;;74;2;0.027;0.42;0.21;0;0.00;;0;0.00
ENABLED;Kindle;libros de niñas de 11 años;PHRASE;CAMPAIGN_PAUSED;0.21;0.29;0.58;0.08;;30;0;0;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros de niñas de 11 años;EXACT;CAMPAIGN_PAUSED;0.19;0.26;0.48;0.08;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros de niñas de 12 años;BROAD;CAMPAIGN_PAUSED;0.19;0.26;0.39;0.08;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros de niñas de 12 años;PHRASE;CAMPAIGN_PAUSED;0.17;0.24;0.36;0.08;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros de niñas de 12 años;EXACT;CAMPAIGN_PAUSED;0.15;0.21;0.34;0.08;;1826;1;0.0005;0.16;0.16;0;0.00;;0;0.00
ENABLED;Kindle;libros de niños de 10 años;PHRASE;CAMPAIGN_PAUSED;0.18;0.24;0.45;0.08;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros de niños de 10 años;EXACT;CAMPAIGN_PAUSED;0.20;0.24;0.48;0.08;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros de niños de 12 años;BROAD;CAMPAIGN_PAUSED;0.19;0.26;0.39;0.08;;174;6;0.0345;3.50;0.58;0;0.00;;0;0.00
ENABLED;Kindle;libros de niños de 12 años;PHRASE;CAMPAIGN_PAUSED;0.17;0.24;0.36;0.08;;9;0;0;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros de niños de 12 años;EXACT;CAMPAIGN_PAUSED;0.15;0.21;0.34;0.08;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros de niños de 9 a 10 años;BROAD;CAMPAIGN_PAUSED;0.21;0.28;0.56;0.08;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros de niños de 9 a 10 años;PHRASE;CAMPAIGN_PAUSED;0.21;0.28;0.56;0.08;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros de niños de 9 a 10 años;EXACT;CAMPAIGN_PAUSED;0.21;0.28;0.56;0.08;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros didacticos 12 años;BROAD;CAMPAIGN_PAUSED;;;;0.08;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros didacticos 12 años;PHRASE;CAMPAIGN_PAUSED;;;;0.08;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros didacticos 12 años;EXACT;CAMPAIGN_PAUSED;;;;0.08;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros digitales;EXACT;CAMPAIGN_PAUSED;0.16;0.23;0.46;0.08;;1084;0;0;0.00;0.00;0;0.00;;0;0.00
PAUSED;Kindle;libros digitales;PHRASE;CAMPAIGN_PAUSED;0.17;0.22;0.35;0.08;;323;0;0;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros digitales;BROAD;CAMPAIGN_PAUSED;0.16;0.22;0.35;0.08;;704;2;0.0028;0.74;0.37;0;0.00;;0;0.00
ENABLED;Kindle;libros divertidos niñas 10 años;BROAD;CAMPAIGN_PAUSED;;;;0.08;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros divertidos niñas 10 años;PHRASE;CAMPAIGN_PAUSED;;;;0.08;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros divertidos niñas 10 años;EXACT;CAMPAIGN_PAUSED;;;;0.08;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros divertidos para niños de 10 años;BROAD;CAMPAIGN_PAUSED;;;;0.08;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros divertidos para niños de 10 años;PHRASE;CAMPAIGN_PAUSED;;;;0.08;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros divertidos para niños de 10 años;EXACT;CAMPAIGN_PAUSED;;;;0.08;;1;0;0;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros divertidos para niños de 12 años;BROAD;CAMPAIGN_PAUSED;;;;0.08;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros divertidos para niños de 12 años;PHRASE;CAMPAIGN_PAUSED;;;;0.08;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros divertidos para niños de 12 años;EXACT;CAMPAIGN_PAUSED;;;;0.08;;75;0;0;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros ebook;EXACT;CAMPAIGN_PAUSED;0.15;0.17;0.25;0.08;;275;0;0;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros ebook;PHRASE;CAMPAIGN_PAUSED;0.16;0.22;0.29;0.08;;610;3;0.0049;0.96;0.32;0;0.00;;0;0.00
ENABLED;Kindle;libros ebook;BROAD;CAMPAIGN_PAUSED;0.17;0.23;0.31;0.08;;826;5;0.0061;2.17;0.43;0;0.00;;0;0.00
ENABLED;Kindle;libros educativos 10 años;BROAD;CAMPAIGN_PAUSED;;;;0.08;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros educativos 10 años;PHRASE;CAMPAIGN_PAUSED;;;;0.08;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros educativos 10 años;EXACT;CAMPAIGN_PAUSED;;;;0.08;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros educativos 12 años;BROAD;CAMPAIGN_PAUSED;;;;0.08;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros educativos 12 años;PHRASE;CAMPAIGN_PAUSED;;;;0.08;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros educativos 12 años;EXACT;CAMPAIGN_PAUSED;;;;0.08;;1;0;0;0.00;0.00;0;0.00;;0;0.00
PAUSED;Kindle;libros el señor de los anillos;PHRASE;CAMPAIGN_PAUSED;0.13;0.14;0.20;0.08;;5;0;0;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros el señor de los anillos;EXACT;CAMPAIGN_PAUSED;0.13;0.14;0.20;0.08;;5;0;0;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros el señor de los anillos;BROAD;CAMPAIGN_PAUSED;0.13;0.15;0.22;0.08;;19;0;0;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros electronicos kindle;BROAD;CAMPAIGN_PAUSED;0.18;0.25;0.33;0.08;;120;0;0;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros electronicos kindle;EXACT;CAMPAIGN_PAUSED;0.25;0.28;0.33;0.08;;1874;4;0.0021;1.70;0.43;0;0.00;;0;0.00
PAUSED;Kindle;libros electronicos kindle;PHRASE;CAMPAIGN_PAUSED;0.18;0.25;0.33;0.08;;90;0;0;0.00;0.00;0;0.00;;0;0.00
PAUSED;Kindle;libros electrónicos;PHRASE;CAMPAIGN_PAUSED;0.18;0.24;0.31;0.08;;573;2;0.0035;1.32;0.66;0;0.00;;0;0.00
ENABLED;Kindle;libros electrónicos;EXACT;CAMPAIGN_PAUSED;0.18;0.24;0.31;0.08;;1719;2;0.0012;0.37;0.19;0;0.00;;0;0.00
ENABLED;Kindle;libros electrónicos;BROAD;CAMPAIGN_PAUSED;0.18;0.24;0.33;0.08;;1179;3;0.0025;0.54;0.18;0;0.00;;0;0.00
ENABLED;Kindle;libros elige tu propia aventura 12 años;BROAD;CAMPAIGN_PAUSED;0.12;0.13;0.26;0.08;;6;0;0;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros elige tu propia aventura 12 años;PHRASE;CAMPAIGN_PAUSED;;;;0.08;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros elige tu propia aventura 12 años;EXACT;CAMPAIGN_PAUSED;;;;0.08;;34;0;0;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros en español para niños de 3-5 años;BROAD;CAMPAIGN_PAUSED;;;;0.08;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros en español para niños de 3-5 años;PHRASE;CAMPAIGN_PAUSED;;;;0.08;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros en español para niños de 3-5 años;EXACT;CAMPAIGN_PAUSED;;;;0.08;;0;0;;0.00;0.00;0;0.00;;0;0.00
PAUSED;Kindle;libros fantasia;PHRASE;CAMPAIGN_PAUSED;0.16;0.20;0.33;0.08;;375;3;0.008;0.88;0.29;0;0.00;;0;0.00
ENABLED;Kindle;libros fantasia;BROAD;CAMPAIGN_PAUSED;0.17;0.22;0.44;0.08;;989;3;0.003;0.92;0.31;0;0.00;;0;0.00
ENABLED;Kindle;libros fantasia;EXACT;CAMPAIGN_PAUSED;0.16;0.19;0.27;0.08;;149;1;0.0067;0.30;0.30;0;0.00;;0;0.00
ENABLED;Kindle;libros fantasia epica;BROAD;CAMPAIGN_PAUSED;0.14;0.21;0.40;0.08;;10;0;0;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros fantasia epica;PHRASE;CAMPAIGN_PAUSED;0.14;0.18;0.36;0.08;;5;0;0;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros fantasia epica;EXACT;CAMPAIGN_PAUSED;0.18;0.23;0.40;0.08;;18;0;0;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros fantasia juvenil;BROAD;CAMPAIGN_PAUSED;0.17;0.20;0.30;0.08;;201;2;0.01;0.30;0.15;0;0.00;;0;0.00
ENABLED;Kindle;libros fantasia juvenil;PHRASE;CAMPAIGN_PAUSED;0.17;0.20;0.30;0.08;;7;1;0.1429;0.42;0.42;0;0.00;;0;0.00
ENABLED;Kindle;libros fantasia juvenil;EXACT;CAMPAIGN_PAUSED;0.16;0.21;0.25;0.08;;313;5;0.016;0.70;0.14;0;0.00;;0;0.00
ENABLED;Kindle;libros futbol niños 12 años;BROAD;CAMPAIGN_PAUSED;;;;0.08;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros futbol niños 12 años;PHRASE;CAMPAIGN_PAUSED;;;;0.08;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros futbol niños 12 años;EXACT;CAMPAIGN_PAUSED;;;;0.08;;2;0;0;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros gratis infantiles 10 años;BROAD;CAMPAIGN_PAUSED;;;;0.08;;13;0;0;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros gratis infantiles 10 años;PHRASE;CAMPAIGN_PAUSED;;;;0.08;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros gratis infantiles 10 años;EXACT;CAMPAIGN_PAUSED;;;;0.08;;2;0;0;0.00;0.00;0;0.00;;0;0.00
PAUSED;Kindle;libros harry potter español;PHRASE;CAMPAIGN_PAUSED;0.14;0.21;0.42;0.08;;2;0;0;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros harry potter español;BROAD;CAMPAIGN_PAUSED;0.14;0.20;0.40;0.08;;2246;1;0.0004;0.35;0.35;0;0.00;;0;0.00
ENABLED;Kindle;libros harry potter español;EXACT;CAMPAIGN_PAUSED;0.19;0.26;0.52;0.08;;157;0;0;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros harry potter español coleccion completa;BROAD;CAMPAIGN_PAUSED;0.12;0.16;0.21;0.08;;190;0;0;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros harry potter español coleccion completa;PHRASE;CAMPAIGN_PAUSED;0.12;0.22;0.22;0.08;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros harry potter español coleccion completa;EXACT;CAMPAIGN_PAUSED;0.12;0.16;0.21;0.08;;96;0;0;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros ilustrados 12 años;BROAD;CAMPAIGN_PAUSED;;;;0.08;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros ilustrados 12 años;PHRASE;CAMPAIGN_PAUSED;;;;0.08;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros ilustrados 12 años;EXACT;CAMPAIGN_PAUSED;;;;0.08;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros infantil 10 años;BROAD;CAMPAIGN_PAUSED;0.15;0.20;0.28;0.08;;10;1;0.1;0.17;0.17;0;0.00;;0;0.00
ENABLED;Kindle;libros infantil 10 años;PHRASE;CAMPAIGN_PAUSED;0.15;0.21;0.27;0.08;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros infantil 10 años;EXACT;CAMPAIGN_PAUSED;;;;0.08;;27;0;0;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros infantiles 10 años;BROAD;CAMPAIGN_PAUSED;0.15;0.20;0.28;0.08;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros infantiles 10 años;PHRASE;CAMPAIGN_PAUSED;0.15;0.21;0.27;0.08;;46;0;0;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros infantiles 10 años;EXACT;CAMPAIGN_PAUSED;;;;0.08;;62;0;0;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros infantiles 10 años mas vendidos;BROAD;CAMPAIGN_PAUSED;0.16;0.20;0.27;0.08;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros infantiles 10 años mas vendidos;PHRASE;CAMPAIGN_PAUSED;0.15;0.21;0.27;0.08;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros infantiles 10 años mas vendidos;EXACT;CAMPAIGN_PAUSED;0.16;0.20;0.27;0.08;;42;0;0;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros infantiles 10 años niñas;BROAD;CAMPAIGN_PAUSED;;;;0.08;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros infantiles 10 años niñas;PHRASE;CAMPAIGN_PAUSED;;;;0.08;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros infantiles 10 años niñas;EXACT;CAMPAIGN_PAUSED;;;;0.08;;1;0;0;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros infantiles 10 años niños;BROAD;CAMPAIGN_PAUSED;;;;0.08;;2;0;0;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros infantiles 10 años niños;PHRASE;CAMPAIGN_PAUSED;;;;0.08;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros infantiles 10 años niños;EXACT;CAMPAIGN_PAUSED;;;;0.08;;1;0;0;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros infantiles 11 años;PHRASE;CAMPAIGN_PAUSED;0.14;0.21;0.21;0.08;;6;0;0;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros infantiles 11 años;EXACT;CAMPAIGN_PAUSED;0.14;0.15;0.20;0.08;;4;0;0;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros infantiles 11 años;BROAD;CAMPAIGN_PAUSED;0.14;0.19;0.22;0.08;;2;1;0.5;0.39;0.39;0;0.00;;0;0.00
ENABLED;Kindle;libros infantiles 11 y 12 años;BROAD;CAMPAIGN_PAUSED;0.13;0.14;0.22;0.08;;1;0;0;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros infantiles 11 y 12 años;PHRASE;CAMPAIGN_PAUSED;0.14;0.16;0.24;0.08;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros infantiles 11 y 12 años;EXACT;CAMPAIGN_PAUSED;0.14;0.25;0.25;0.08;;50;1;0.02;0.20;0.20;0;0.00;;0;0.00
ENABLED;Kindle;libros infantiles 12 años;EXACT;CAMPAIGN_PAUSED;0.15;0.22;0.22;0.08;;32;1;0.0312;0.17;0.17;0;0.00;;0;0.00
ENABLED;Kindle;libros infantiles 12 años;BROAD;CAMPAIGN_PAUSED;0.15;0.22;0.22;0.08;;28;1;0.0357;0.06;0.06;0;0.00;;0;0.00
ENABLED;Kindle;libros infantiles 12 años;PHRASE;CAMPAIGN_PAUSED;;;;0.08;;35;0;0;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros infantiles 12 años mas vendidos;BROAD;CAMPAIGN_PAUSED;;;;0.08;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros infantiles 12 años mas vendidos;PHRASE;CAMPAIGN_PAUSED;;;;0.08;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros infantiles 12 años mas vendidos;EXACT;CAMPAIGN_PAUSED;;;;0.08;;5;0;0;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros infantiles 12 años niñas;BROAD;CAMPAIGN_PAUSED;;;;0.08;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros infantiles 12 años niñas;PHRASE;CAMPAIGN_PAUSED;;;;0.08;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros infantiles 12 años niñas;EXACT;CAMPAIGN_PAUSED;;;;0.08;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros infantiles 12 años niños;BROAD;CAMPAIGN_PAUSED;;;;0.08;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros infantiles 12 años niños;PHRASE;CAMPAIGN_PAUSED;;;;0.08;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros infantiles 12 años niños;EXACT;CAMPAIGN_PAUSED;;;;0.08;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros infantiles 14 años;BROAD;CAMPAIGN_PAUSED;;;;0.08;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros infantiles 14 años;PHRASE;CAMPAIGN_PAUSED;;;;0.08;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros infantiles 14 años;EXACT;CAMPAIGN_PAUSED;;;;0.08;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros infantiles 3 años emociones;BROAD;CAMPAIGN_PAUSED;;;;0.08;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros infantiles 3 años emociones;PHRASE;CAMPAIGN_PAUSED;;;;0.08;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros infantiles 3 años emociones;EXACT;CAMPAIGN_PAUSED;;;;0.08;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros infantiles 6 años niñas;BROAD;CAMPAIGN_PAUSED;;;;0.08;;1;0;0;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros infantiles 6 años niñas;PHRASE;CAMPAIGN_PAUSED;;;;0.08;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros infantiles 6 años niñas;EXACT;CAMPAIGN_PAUSED;;;;0.08;;1;0;0;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros infantiles 7 años niñas;BROAD;CAMPAIGN_PAUSED;;;;0.08;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros infantiles 7 años niñas;PHRASE;CAMPAIGN_PAUSED;;;;0.08;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros infantiles 7 años niñas;EXACT;CAMPAIGN_PAUSED;;;;0.08;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros infantiles 7 años niños;BROAD;CAMPAIGN_PAUSED;;;;0.08;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros infantiles 7 años niños;PHRASE;CAMPAIGN_PAUSED;;;;0.08;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros infantiles 7 años niños;EXACT;CAMPAIGN_PAUSED;;;;0.08;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros infantiles de 10 años;BROAD;CAMPAIGN_PAUSED;0.15;0.20;0.28;0.08;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros infantiles de 10 años;PHRASE;CAMPAIGN_PAUSED;0.15;0.21;0.27;0.08;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros infantiles de 10 años;EXACT;CAMPAIGN_PAUSED;;;;0.08;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros infantiles para 10 años;BROAD;CAMPAIGN_PAUSED;0.15;0.20;0.28;0.08;;4;0;0;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros infantiles para 10 años;PHRASE;CAMPAIGN_PAUSED;0.15;0.21;0.27;0.08;;3;0;0;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros infantiles para 10 años;EXACT;CAMPAIGN_PAUSED;;;;0.08;;0;0;;0.00;0.00;0;0.00;;0;0.00
PAUSED;Kindle;libros juego de tronos;PHRASE;CAMPAIGN_PAUSED;0.13;0.16;0.24;0.08;;194;0;0;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros juego de tronos;BROAD;CAMPAIGN_PAUSED;0.13;0.15;0.21;0.08;;58;0;0;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros juego de tronos;EXACT;CAMPAIGN_PAUSED;0.14;0.17;0.22;0.08;;1910;2;0.001;0.41;0.21;0;0.00;;0;0.00
ENABLED;Kindle;libros juego de tronos español;BROAD;CAMPAIGN_PAUSED;0.14;0.19;0.29;0.08;;3;0;0;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros juego de tronos español;PHRASE;CAMPAIGN_PAUSED;0.14;0.19;0.25;0.08;;19;0;0;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros juego de tronos español;EXACT;CAMPAIGN_PAUSED;0.14;0.19;0.25;0.08;;52;0;0;0.00;0.00;0;0.00;;0;0.00
PAUSED;Kindle;libros juego de tronos pack español;PHRASE;CAMPAIGN_PAUSED;;;;0.08;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros juego de tronos pack español;BROAD;CAMPAIGN_PAUSED;;;;0.08;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros juego de tronos pack español;EXACT;CAMPAIGN_PAUSED;;;;0.08;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros juvenil;BROAD;CAMPAIGN_PAUSED;0.15;0.19;0.38;0.08;;293;1;0.0034;0.18;0.18;0;0.00;;0;0.00
PAUSED;Kindle;libros juvenil;PHRASE;CAMPAIGN_PAUSED;0.16;0.19;0.34;0.08;;6680;15;0.0022;1.75;0.12;0;0.00;;0;0.00
ENABLED;Kindle;libros juvenil 12 años;BROAD;CAMPAIGN_PAUSED;0.17;0.25;0.50;0.08;;182;1;0.0055;0.27;0.27;0;0.00;;0;0.00
ENABLED;Kindle;libros juvenil 12 años;EXACT;CAMPAIGN_PAUSED;0.19;0.27;0.37;0.08;;1832;19;0.0104;7.31;0.38;0;0.00;;0;0.00
PAUSED;Kindle;libros juveniles;PHRASE;CAMPAIGN_PAUSED;0.16;0.19;0.34;0.08;;3016;5;0.0017;1.57;0.31;0;0.00;;0;0.00
ENABLED;Kindle;libros juveniles;EXACT;CAMPAIGN_PAUSED;0.17;0.21;0.31;0.08;;1119;0;0;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros juveniles 10 años;BROAD;CAMPAIGN_PAUSED;0.21;0.26;0.38;0.08;;26;0;0;0.00;0.00;0;0.00;;0;0.00
PAUSED;Kindle;libros juveniles 10 años;PHRASE;CAMPAIGN_PAUSED;0.19;0.25;0.41;0.08;;46;0;0;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros juveniles 10 años;EXACT;CAMPAIGN_PAUSED;0.21;0.28;0.56;0.08;;211;3;0.0142;0.75;0.25;0;0.00;;0;0.00
ENABLED;Kindle;libros juveniles 11 años;EXACT;CAMPAIGN_PAUSED;;;;0.08;;30;0;0;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros juveniles 11 años;BROAD;CAMPAIGN_PAUSED;;;;0.08;;1;0;0;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros juveniles 11 años;PHRASE;CAMPAIGN_PAUSED;;;;0.08;;1;0;0;0.00;0.00;0;0.00;;0;0.00
PAUSED;Kindle;libros juveniles 12 años;PHRASE;CAMPAIGN_PAUSED;0.15;0.23;0.45;0.08;;6;0;0;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros juveniles 12 años;BROAD;CAMPAIGN_PAUSED;0.17;0.25;0.50;0.08;;2;0;0;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros juveniles 12 años mas vendidos;BROAD;CAMPAIGN_PAUSED;;;;0.08;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros juveniles 12 años mas vendidos;PHRASE;CAMPAIGN_PAUSED;;;;0.08;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros juveniles 12 años mas vendidos;EXACT;CAMPAIGN_PAUSED;;;;0.08;;53;1;0.0189;0.05;0.05;0;0.00;;0;0.00
ENABLED;Kindle;libros juveniles 13 años;BROAD;CAMPAIGN_PAUSED;;;;0.08;;26;3;0.1154;0.44;0.15;0;0.00;;0;0.00
PAUSED;Kindle;libros juveniles 13 años;PHRASE;CAMPAIGN_PAUSED;;;;0.08;;8;0;0;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros juveniles 13 años;EXACT;CAMPAIGN_PAUSED;;;;0.08;;231;1;0.0043;1.27;1.27;0;0.00;;0;0.00
ENABLED;Kindle;libros juveniles 14 años;BROAD;CAMPAIGN_PAUSED;0.16;0.23;0.29;0.08;;117;1;0.0085;0.29;0.29;0;0.00;;0;0.00
PAUSED;Kindle;libros juveniles 14 años;PHRASE;CAMPAIGN_PAUSED;0.18;0.26;0.52;0.08;;94;0;0;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros juveniles 14 años mas vendido;BROAD;CAMPAIGN_PAUSED;;;;0.08;;1;0;0;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros juveniles 14 años mas vendido;PHRASE;CAMPAIGN_PAUSED;;;;0.08;;0;0;;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros juveniles 14 años mas vendido;EXACT;CAMPAIGN_PAUSED;;;;0.08;;52;0;0;0.00;0.00;0;0.00;;0;0.00
ENABLED;Kindle;libros juveniles 15 años;BROAD;CAMPAIGN_PAUSED;;;;0.08;;4;0;0;0.00;0.00;0;0.00;;0;0.00
